datetime,rre150h0
2020-07-05 00:00:00+00:00,23.8
2020-07-12 00:00:00+00:00,8.4
2020-07-19 00:00:00+00:00,3.0
2020-07-26 00:00:00+00:00,5.8
2020-08-02 00:00:00+00:00,40.4
2020-08-09 00:00:00+00:00,17.8
2020-08-16 00:00:00+00:00,2.8
2020-08-23 00:00:00+00:00,30.2
2020-08-30 00:00:00+00:00,129.8
2020-09-06 00:00:00+00:00,16.6
2020-09-13 00:00:00+00:00,1.4
2020-09-20 00:00:00+00:00,0.0
2020-09-27 00:00:00+00:00,72.6
2020-10-04 00:00:00+00:00,41.4
2020-10-11 00:00:00+00:00,18.6
2020-10-18 00:00:00+00:00,1.8
2020-10-25 00:00:00+00:00,7.6
2020-11-01 00:00:00+00:00,59.0
2020-11-08 00:00:00+00:00,0.2
2020-11-15 00:00:00+00:00,0.0
2020-11-22 00:00:00+00:00,0.0
2020-11-29 00:00:00+00:00,0.0
2020-12-06 00:00:00+00:00,73.6
2020-12-13 00:00:00+00:00,6.4
2020-12-20 00:00:00+00:00,0.0
2020-12-27 00:00:00+00:00,5.2
2021-01-03 00:00:00+00:00,0.6000000000000001
2021-01-10 00:00:00+00:00,3.2
2021-01-17 00:00:00+00:00,45.2
2021-01-24 00:00:00+00:00,17.8
2021-01-31 00:00:00+00:00,45.0
2021-02-07 00:00:00+00:00,21.6
2021-02-14 00:00:00+00:00,1.2000000000000002
2021-02-21 00:00:00+00:00,0.2
2021-02-28 00:00:00+00:00,0.0
2021-03-07 00:00:00+00:00,0.4
2021-03-14 00:00:00+00:00,9.4
2021-03-21 00:00:00+00:00,9.6
2021-03-28 00:00:00+00:00,0.4
2021-04-04 00:00:00+00:00,0.0
2021-04-11 00:00:00+00:00,0.0
2021-04-18 00:00:00+00:00,10.6
2021-04-25 00:00:00+00:00,0.0
2021-05-02 00:00:00+00:00,20.4
2021-05-09 00:00:00+00:00,6.800000000000001
2021-05-16 00:00:00+00:00,21.4
2021-05-23 00:00:00+00:00,23.0
2021-05-30 00:00:00+00:00,4.2
2021-06-06 00:00:00+00:00,16.0
2021-06-13 00:00:00+00:00,19.599999999999998
2021-06-20 00:00:00+00:00,9.4
2021-06-27 00:00:00+00:00,8.0
2021-07-04 00:00:00+00:00,19.2
2021-07-11 00:00:00+00:00,99.8
2021-07-18 00:00:00+00:00,26.2
2021-07-25 00:00:00+00:00,7.4
2021-08-01 00:00:00+00:00,53.800000000000004
2021-08-08 00:00:00+00:00,60.6
2021-08-15 00:00:00+00:00,0.0
2021-08-22 00:00:00+00:00,31.599999999999998
2021-08-29 00:00:00+00:00,0.0
2021-09-05 00:00:00+00:00,0.0
2021-09-12 00:00:00+00:00,2.0
2021-09-19 00:00:00+00:00,34.8
2021-09-26 00:00:00+00:00,6.2
2021-10-03 00:00:00+00:00,5.0
2021-10-10 00:00:00+00:00,13.4
2021-10-17 00:00:00+00:00,0.4
2021-10-24 00:00:00+00:00,0.0
2021-10-31 00:00:00+00:00,0.0
2021-11-07 00:00:00+00:00,66.6
2021-11-14 00:00:00+00:00,26.0
2021-11-21 00:00:00+00:00,0.0
2021-11-28 00:00:00+00:00,10.2
2021-12-05 00:00:00+00:00,5.8
2021-12-12 00:00:00+00:00,17.8
2021-12-19 00:00:00+00:00,0.0
2021-12-26 00:00:00+00:00,0.0
2022-01-02 00:00:00+00:00,13.8
2022-01-09 00:00:00+00:00,15.2
2022-01-16 00:00:00+00:00,0.0
2022-01-23 00:00:00+00:00,0.2
2022-01-30 00:00:00+00:00,0.0
2022-02-06 00:00:00+00:00,30.8
2022-02-13 00:00:00+00:00,6.3999999999999995
2022-02-20 00:00:00+00:00,8.6
2022-02-27 00:00:00+00:00,6.2
2022-03-06 00:00:00+00:00,0.0
2022-03-13 00:00:00+00:00,0.0
2022-03-20 00:00:00+00:00,0.2
2022-03-27 00:00:00+00:00,0.0
2022-04-03 00:00:00+00:00,1.8
2022-04-10 00:00:00+00:00,3.8
2022-04-17 00:00:00+00:00,0.0
2022-04-24 00:00:00+00:00,2.4
2022-05-01 00:00:00+00:00,12.6
2022-05-08 00:00:00+00:00,2.0
2022-05-15 00:00:00+00:00,0.6
2022-05-22 00:00:00+00:00,13.200000000000001
2022-05-29 00:00:00+00:00,27.2
2022-06-05 00:00:00+00:00,12.6
