datetime,rre150h0
2020-07-05 00:00:00+00:00,8.5
2020-07-12 00:00:00+00:00,16.6
2020-07-19 00:00:00+00:00,6.3
2020-07-26 00:00:00+00:00,16.3
2020-08-02 00:00:00+00:00,13.9
2020-08-09 00:00:00+00:00,19.6
2020-08-16 00:00:00+00:00,7.6
2020-08-23 00:00:00+00:00,19.1
2020-08-30 00:00:00+00:00,36.4
2020-09-06 00:00:00+00:00,10.1
2020-09-13 00:00:00+00:00,1.6
2020-09-20 00:00:00+00:00,0.0
2020-09-27 00:00:00+00:00,62.4
2020-10-04 00:00:00+00:00,31.7
2020-10-11 00:00:00+00:00,22.1
2020-10-18 00:00:00+00:00,6.6
2020-10-25 00:00:00+00:00,8.799999999999999
2020-11-01 00:00:00+00:00,0.0
2020-11-08 00:00:00+00:00,0.0
2020-11-15 00:00:00+00:00,0.0
2020-11-22 00:00:00+00:00,0.6
2020-11-29 00:00:00+00:00,0.0
2020-12-06 00:00:00+00:00,57.9
2020-12-13 00:00:00+00:00,6.4
2020-12-20 00:00:00+00:00,0.0
2020-12-27 00:00:00+00:00,8.5
2021-01-03 00:00:00+00:00,0.1
2021-01-10 00:00:00+00:00,3.3
2021-01-17 00:00:00+00:00,71.1
2021-01-24 00:00:00+00:00,7.1
2021-01-31 00:00:00+00:00,68.9
2021-02-07 00:00:00+00:00,15.1
2021-02-14 00:00:00+00:00,1.1
2021-02-21 00:00:00+00:00,2.0
2021-02-28 00:00:00+00:00,0.0
2021-03-07 00:00:00+00:00,3.8
2021-03-14 00:00:00+00:00,15.3
2021-03-21 00:00:00+00:00,24.099999999999998
2021-03-28 00:00:00+00:00,5.3
2021-04-04 00:00:00+00:00,0.0
2021-04-11 00:00:00+00:00,1.7
2021-04-18 00:00:00+00:00,2.6
2021-04-25 00:00:00+00:00,0.2
2021-05-02 00:00:00+00:00,19.1
2021-05-09 00:00:00+00:00,5.7
2021-05-16 00:00:00+00:00,17.2
2021-05-23 00:00:00+00:00,15.200000000000001
2021-05-30 00:00:00+00:00,11.700000000000001
2021-06-06 00:00:00+00:00,5.3
2021-06-13 00:00:00+00:00,19.4
2021-06-20 00:00:00+00:00,8.2
2021-06-27 00:00:00+00:00,7.6
2021-07-04 00:00:00+00:00,23.1
2021-07-11 00:00:00+00:00,91.3
2021-07-18 00:00:00+00:00,46.5
2021-07-25 00:00:00+00:00,8.3
2021-08-01 00:00:00+00:00,64.8
2021-08-08 00:00:00+00:00,48.6
2021-08-15 00:00:00+00:00,1.0
2021-08-22 00:00:00+00:00,42.7
2021-08-29 00:00:00+00:00,10.1
2021-09-05 00:00:00+00:00,2.6
2021-09-12 00:00:00+00:00,0.4
2021-09-19 00:00:00+00:00,23.7
2021-09-26 00:00:00+00:00,8.1
2021-10-03 00:00:00+00:00,10.200000000000001
2021-10-10 00:00:00+00:00,11.2
2021-10-17 00:00:00+00:00,3.1
2021-10-24 00:00:00+00:00,0.8
2021-10-31 00:00:00+00:00,0.0
2021-11-07 00:00:00+00:00,44.3
2021-11-14 00:00:00+00:00,22.4
2021-11-21 00:00:00+00:00,0.0
2021-11-28 00:00:00+00:00,1.9000000000000001
2021-12-05 00:00:00+00:00,7.4
2021-12-12 00:00:00+00:00,16.3
2021-12-19 00:00:00+00:00,0.0
2021-12-26 00:00:00+00:00,0.0
2022-01-02 00:00:00+00:00,25.3
2022-01-09 00:00:00+00:00,13.8
2022-01-16 00:00:00+00:00,2.4
2022-01-23 00:00:00+00:00,0.7
2022-01-30 00:00:00+00:00,0.2
2022-02-06 00:00:00+00:00,33.2
2022-02-13 00:00:00+00:00,17.6
